1	CHLEG010	LEGHUANG	-2697	-2697	2	1	1	0	0	2	3	2	3	2
2	CHLEG020	LEGHUANG	-2697	-2697	2	2	2	0	0	2	5	1	2	1
3	CHLEG030	LEGSHAOH	-2515	-2514	2	2	2	0	0	2	5	1	2	1
4	CHLEG040	SHUQIRLE	-2435	-2435	2	1	1	0	0	1	5	1	2	NA
5	CHLEG050	CYOUKUAI	-2419	-2419	2	2	2	0	0	2	6	1	2	2
6	CHLEG060	RONGSJUN	-2280	-2280	3	1	3	1	1	2	5	1	2	1
7	CHLEG070	YUTHEGRE	-2222	-2222	2	2	2	0	0	2	5	1	1	1
8	CHLEG080	QIYOUHU	-2195	-2195	2	1	1	0	0	1	9	2	2	2
9	CHLEG090	WUGUANR	-2182	-2182	2	1	1	0	0	1	9	2	2	2
10	CHLEG100	YUXIAHOU	-2181	-2181	2	2	2	0	0	2	8	2	2	1
11	CHLEG110	FTAIKANG	-2180	-2180	2	2	2	0	0	2	9	2	2	1
12	CHXIA010	HUAIYI	-2146	-2146	2	2	2	0	0	2	9	2	2	1
13	CHXIA020	XIAFENGY	-2145	-2145	3	2	2	1	1	2	9	2	2	1
14	CHXIA030	FXIAEMPE	-2118	-2118	2	2	2	0	0	2	9	2	2	1
15	CHXIA040	XIASHAOK	-2079	-2079	2	2	2	0	0	2	9	1	2	1
16	CHXIA050	BUXIANGX	-1974	-1974	2	1	1	0	0	2	9	2	2	4
17	CHXIA060	YINXIAPI	-1945	-1945	2	1	1	0	0	2	9	2	2	4
18	CHXIA070	XIAEMINS	-1804	-1804	2	1	1	0	0	2	9	2	2	4
19	CHXIA080	SHANGCJI	-1797	-1797	2	1	1	0	0	2	10	4	2	2
20	CHXIA090	SHANGCYO	-1797	-1797	2	1	1	0	0	2	10	4	2	2
21	CHXIA100	SHANGCWE	-1792	-1792	2	1	1	0	0	2	10	4	2	2
22	CHXIA110	SHANGCKU	-1781	-1781	2	1	1	0	0	2	10	4	2	2
23	CHXIA120	SHANGCGU	-1769	-1769	2	1	1	0	0	2	10	4	2	2
24	CHXIA130	SHANGCWE	-1769	-1769	2	1	1	0	0	2	10	4	2	2
25	CHXIA140	SHANGCKU	-1769	-1769	2	1	1	0	0	2	10	4	2	2
26	CHXIA150	SHANGCXI	-1770	-1766	2	1	1	0	0	2	10	4	3	2
27	CHSHA010	SHANGLAN	-1556	-1556	2	2	2	0	0	2	9	3	2	1
28	CHSHA020	SHANGCPI	-1531	-1531	2	1	2	0	0	2	9	3	3	2
29	CHSHA030	SHANGLAN	-1530	-1530	2	2	2	0	0	2	9	3	2	1
30	CHSHA040	SHANGXIA	-1529	-1529	2	2	2	0	0	2	9	3	2	1
31	CHSHA050	SHANGOTH	-1499	-1499	4	2	2	1	3	2	9	3	2	1
32	CHSHA060	SHANGOTH	-1494	-1494	4	2	2	1	3	2	9	3	2	1
